sentiment_label,sentence,source
neutral,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",financialphrasebank
neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",financialphrasebank
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",financialphrasebank
positive,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",financialphrasebank
neutral,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",financialphrasebank
neutral,"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",financialphrasebank
positive,Severn Trent profit up as customer complaints fall,headline
neutral,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,financialphrasebank
positive,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",financialphrasebank
positive,AB InBev offers to sell some SABMiller brands,headline
neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",financialphrasebank
positive,"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",headline
neutral,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",headline
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",financialphrasebank
neutral,Liora 's got a brand-new bag .,financialphrasebank
positive,Royal Mail and workers' union agree pay deal,headline
neutral,"The value of the deal exceeds EUR500 ,000 , the company said .",financialphrasebank
negative,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,financialphrasebank
positive,Performance in the second half of 2009 exceeded expectations .,financialphrasebank
neutral,Lloyds planning to cut 640 jobs to cut costs - sources,headline
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,financialphrasebank
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",financialphrasebank
negative,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",financialphrasebank
negative,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",financialphrasebank
neutral,This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .,financialphrasebank
neutral,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",financialphrasebank
negative,RBS becomes a shadow of its former self,headline
negative,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,financialphrasebank
neutral,The acquisition price was not disclosed .,financialphrasebank
positive,Silicon Fen' champion brings exacting approach to Rolls-Royce,headline
neutral,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",financialphrasebank
neutral,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",financialphrasebank
neutral,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",financialphrasebank
neutral,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",financialphrasebank
neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,financialphrasebank
neutral,"The gross area of eight houses will be 12,167 m2 .",financialphrasebank
neutral,"The product advisory does not apply to any other Nokia-branded battery , the company said .",financialphrasebank
neutral,UPDATE 1-Britain to review Royal Mail regulation after rival exits market,headline
neutral,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",financialphrasebank
positive,Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,financialphrasebank
negative,"In Sweden , there is an oversupply of pharmacies .",financialphrasebank
neutral,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",financialphrasebank
neutral,"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",financialphrasebank
neutral,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",financialphrasebank
neutral,The value of the three-year contract is estimated at EUR40m .,financialphrasebank
positive,Japan's Nikkei lands Financial Times in $1.3 billion deal,headline
neutral,"This will be done domestically and in neighboring markets , both organically and through acquisitions .",financialphrasebank
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .",financialphrasebank
neutral,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,financialphrasebank
neutral,"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",financialphrasebank
neutral,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,financialphrasebank
neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,financialphrasebank
neutral,CompaniesKingfisher sliding despite promise of Â£600m capital return,headline
positive,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",financialphrasebank
neutral,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",financialphrasebank
neutral,"In Penttil+� 's vision , the most important reason for the transaction is Russia .",financialphrasebank
positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",financialphrasebank
positive,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",financialphrasebank
