sentiment_label,sentence,source
neutral,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",financialphrasebank
negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",financialphrasebank
positive,The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,financialphrasebank
positive,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",financialphrasebank
positive,CompaniesAB InBev signals it won't go hostile for SABMiller,headline
positive,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,financialphrasebank
positive,FDA approves AstraZeneca drug for advanced lung cancer,headline
neutral,These restrictions do not apply to statutory dividends .,financialphrasebank
neutral,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",financialphrasebank
neutral,This allows devices such as mobile phones to become a few millimetres thinner .,financialphrasebank
neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",financialphrasebank
neutral,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",financialphrasebank
neutral,Results are expected late in 2006 .,financialphrasebank
positive,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,financialphrasebank
neutral,"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",financialphrasebank
neutral,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",financialphrasebank
neutral,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",financialphrasebank
neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",financialphrasebank
positive,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",financialphrasebank
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",financialphrasebank
negative,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",financialphrasebank
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,financialphrasebank
neutral,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,headline
positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen .",financialphrasebank
neutral,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",financialphrasebank
neutral,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",financialphrasebank
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,financialphrasebank
neutral,"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",financialphrasebank
negative,SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...,headline
negative,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",financialphrasebank
negative,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",financialphrasebank
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",financialphrasebank
negative,Standard Chartered to slash costs as profits plunge 25%,headline
neutral,Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .,financialphrasebank
positive,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",financialphrasebank
neutral,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",financialphrasebank
negative,Britain facing winter of blackouts as National Grid warns of tightest power ...,headline
neutral,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,financialphrasebank
neutral,Construction is expected to be completed in the summer of 2011 .,financialphrasebank
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",financialphrasebank
positive,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,financialphrasebank
positive,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,financialphrasebank
neutral,"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",financialphrasebank
neutral,"Following the issue , the number of shares in the Swedish company will grow by 9 % .",financialphrasebank
positive,AstraZeneca chases Acerta to secure next cancer drug winner,headline
neutral,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,financialphrasebank
neutral,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,financialphrasebank
positive,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,financialphrasebank
neutral,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",financialphrasebank
